task_id,domain,criterion_id,criterion_type_normalized,weight,dependent_criteria,descendant_count,direct_score_pp,structural_exposure_pp,description
1041,Legal,11,Extraction (recall) + Reasoning,Primary objective(s),[9],0,7.6923076923076925,7.6923076923076925,States that Penny would be entitled to the house.
1041,Legal,12,Extraction (recall) + Reasoning,Primary objective(s),[9],0,7.6923076923076925,7.6923076923076925,States that Jill would be entitled to the jewelry.
1041,Legal,13,Extraction (recall) + Reasoning,Primary objective(s),[9],0,7.6923076923076925,7.6923076923076925,States that Bill would be entitled to the car
1078,Legal,1,Extraction (recall) + Reasoning,Primary objective(s),[],1,16.666666666666668,33.333333333333336,States that Indiana law prohibits passing upon approach of a crest that obstructs the driver's view.
1078,Legal,2,Extraction (recall) + Reasoning,Primary objective(s),[],1,16.666666666666668,33.333333333333336,States that Indiana law requires a vehicle being passed to yield the right of way to a passing vehicle on audible signal.
1078,Legal,3,Extraction (recall) + Reasoning,Primary objective(s),[],1,16.666666666666668,33.333333333333336,States that Indiana law requires vehicles making left-turns to yield to oncoming vehicles proceeding in the opposite direction.
1078,Legal,4,Extraction (recall) + Reasoning,Primary objective(s),"[2, 3, 1]",0,16.666666666666668,16.666666666666668,Concludes that Mr. Smith (the overtaken vehicle) had the right-of-way.
1078,Legal,5,Extraction (recall) + Reasoning,Primary objective(s),[],0,16.666666666666668,16.666666666666668,States that Mr. Smith breached defensive driving duties for improper look out prior to initiating the left turn.
1078,Legal,6,Extraction (recall) + Reasoning,Primary objective(s),[],0,16.666666666666668,16.666666666666668,Concludes that Mr. Smith's recovery will be reduced as he is partially at fault.
1148,Legal,1,Extraction (recall) + Reasoning,Not primary objective,[],2,14.285714285714286,42.857142857142854,Determines that the Social Security Administration should not direct a decision that Mr. Bader is disabled at step one of the five-step sequential evaluation process.
1148,Legal,2,Extraction (recall) + Reasoning,Not primary objective,[],1,14.285714285714286,28.571428571428573,Determines that the Social Security Administration should not direct a decision that Mr. Bader is disabled at step two of the five-step sequential evaluation process.
1148,Legal,3,Extraction (recall) + Reasoning,Not primary objective,[2],0,14.285714285714286,14.285714285714286,Determines that the Social Security Administration should not direct a decision that Mr. Bader is disabled at step three of the five-step sequential evaluation process.
1148,Legal,4,Extraction (recall) + Reasoning,Not primary objective,[5],0,14.285714285714286,14.285714285714286,Determines that the Social Security Administration should not direct a decision that Mr. Bader is disabled at step four of the five-step sequential evaluation process.
1148,Legal,5,Extraction (recall) + Reasoning,Not primary objective,[],1,14.285714285714286,28.571428571428573,Identifies that Mr. Bader does not have any past relevant work.
1148,Legal,6,Extraction (recall) + Reasoning,Primary objective(s),[7],0,14.285714285714286,14.285714285714286,Determines that the Social Security Administration should direct a decision that Mr. Bader is disabled at step five of the five-step sequential evaluation process.
1148,Legal,7,Extraction (recall) + Reasoning,Not primary objective,[1],1,14.285714285714286,28.571428571428573,Identifies that Mr. Bader meets the requirements of the lifetime commitment profile.
1167,Legal,1,Extraction (recall) + Reasoning,Primary objective(s),[],1,16.666666666666668,33.333333333333336,Identifies that a person cannot be guilty of a crime if they did not have the mental capacity to distinguish between right and wrong at the time the crime was committed.
1167,Legal,2,Extraction (recall) + Reasoning,Primary objective(s),[],1,16.666666666666668,33.333333333333336,Identifies that a person cannot be guilty of a crime if they acted because of a delusional compulsion at the time the crime was committed.
1167,Legal,3,Extraction (recall) + Reasoning,Primary objective(s),[],0,16.666666666666668,16.666666666666668,Identifies that Mr. B's failure to take his medication is not relevant to whether the insanity defenses are available to him.
1167,Legal,4,Extraction (recall) + Reasoning,Not primary objective,[],1,16.666666666666668,33.333333333333336,Identifies that a successful insanity plea requires expert testimony from a qualified medical expert.
1167,Legal,5,Extraction (recall) + Reasoning,Primary objective(s),[2],0,16.666666666666668,16.666666666666668,Identifies that Mr. B's insanity defense based on delusional compulsion will likely be unsuccessful.
1167,Legal,6,Extraction (recall) + Reasoning,Primary objective(s),"[1, 4]",0,16.666666666666668,16.666666666666668,Concludes that Mr. B's insanity defense based on an inability to distinguish between right and wrong will likely be successful.
1184,Legal,1,Extraction (recall),Primary objective(s),[],2,12.5,37.5,Identifies that only substantive requirements of ARARs must be met for on-site CERCLA actions.
1184,Legal,2,Extraction (recall) + Reasoning,Primary objective(s),[1],1,12.5,25.0,Identifies that NHPA consultation is a procedural requirement.
1184,Legal,3,Extraction (recall) + Reasoning,Primary objective(s),"[1, 2]",0,12.5,12.5,Concludes that EPA was not required to engage in formal NHPA review because it is a procedural requirement.
1184,Legal,4,Extraction (recall),Primary objective(s),[],1,12.5,25.0,"Identifies that ORS 97.745(2)(a) prohibits the possession of native Indian artifacts, human remains or funerary objects having been taken from a native Indian cairn or burial."
1184,Legal,5,Extraction (recall),Primary objective(s),[],1,12.5,25.0,Identifies that ORS 97.745(1) requires that inadvertently discovered Indian cairns must be reinterred under the supervision of the appropriate Indian tribe.
1184,Legal,6,Extraction (recall),Primary objective(s),[],1,12.5,25.0,Identifies that the definition of 'Indian Tribes' limits the applicability of ORS 97.745 to specific tribes.
1184,Legal,7,Extraction (recall) + Reasoning,Primary objective(s),[],1,12.5,25.0,States that the Celilo Wy'am tribe is not a federally recognized tribe for the purposes of ORS 97.745.
1184,Legal,8,Extraction (recall) + Reasoning,Primary objective(s),"[7, 4, 5, 6]",0,12.5,12.5,Concludes that it was proper for EPA to transfer the cairn to the SHPO.
1189,Legal,1,Extraction (recall) + Reasoning,Primary objective(s),[],1,10.0,20.0,"States that for a net income of $550,000, Chen's estimated California income tax liability would be $50,758 (acceptable value is 50,758)."
1189,Legal,2,Extraction (recall) + Reasoning,Primary objective(s),[],1,10.0,20.0,"States that in Tennessee, Chen does not have to pay personal income tax for earnings from the LLC."
1189,Legal,3,Extraction (recall) + Reasoning,Not primary objective,[],1,10.0,20.0,"States that in California, Chen's LLC has to pay an annual franchise tax of $800 (acceptable value is 800)."
1189,Legal,4,Extraction (recall) + Reasoning,Not primary objective,[],1,10.0,20.0,"States that in California, Chen's LLC has to pay an annual LLC fee of $6,000 (acceptable value is 6,000)."
1189,Legal,5,Extraction (recall) + Reasoning,Not primary objective,[],2,10.0,30.0,"States that in Tennessee, Chen's LLC has to pay excise tax at the rate of 6.5% of its net earnings (acceptable value is 6.5%)."
1189,Legal,6,Extraction (recall) + Reasoning,Not primary objective,[],2,10.0,30.0,"States that in Tennessee, Chen's LLC has to pay franchise tax at the rate of 0.25% of the net worth, subject to a minimum of $100 per year (acceptable value is 0.25%)."
1189,Legal,7,Extraction (recall) + Reasoning,Not primary objective,[],0,10.0,10.0,"States that in Tennessee, Chen's LLC has to pay business tax based on its gross revenue."
1189,Legal,8,Reasoning,Primary objective(s),"[1, 3, 2, 4, 5, 6, 9]",0,10.0,10.0,"States that relocating to Tennessee gives Chen a tax saving of $17,958 for 2024 (acceptable value is 17,958)."
1189,Legal,9,Reasoning,Primary objective(s),[6],1,10.0,20.0,States that Chen can minimize the Tennessee franchise tax by strategically managing the balance sheet to minimize the value of the net assets.
1189,Legal,10,Extraction (recall) + Reasoning,Primary objective(s),[5],0,10.0,10.0,Recommends that Chen elect S-corporation status for the LLC to reduce excise tax liabilities.
1226,Legal,1,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,Conditions University's payment obligations on the availability of appropriated funds.
1226,Legal,2,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,Designates University as the exporter of record.
1226,Legal,3,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,Requires University to furnish all required export documentation to Company before shipment.
1226,Legal,4,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,Requires University to identify export-controlled technical data before disclosure to Company.
1226,Legal,5,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,"Requires University, as shipper, to certify compliance with dangerous-goods regulations for the Prototype."
1226,Legal,6,Extraction (recall) + Reasoning,Not primary objective,[],0,8.333333333333334,8.333333333333334,Requires the Crate to comply with ISPM-15 wood-packaging standards.
1226,Legal,7,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,States that Company provides packaging services only.
1226,Legal,8,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,States that Company is liable for damage to the Prototype only to the extent caused by Company's negligence.
1226,Legal,9,Extraction (recall) + Reasoning,Not primary objective,[],0,8.333333333333334,8.333333333333334,Requires University to provide Company with written notice of a claim within a defined period following delivery.
1226,Legal,10,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,States that University will obtain cargo insurance that includes at least 3 of the following protections: Company named as additional insured; coverage primary and non-contributory; waiver of subrogation in favor of Company; insurer rated A- or better by A.M. Best; or loss payable to University.
1226,Legal,11,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,Authorizes Company to suspend performance if shipment would violate applicable trade-compliance laws.
1226,Legal,12,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,"Requires University to reimburse Company, to the extent permitted by law, upon the occurrence of any one of the following: inaccurate or incomplete export information; failure to obtain required export authorizations; or concealed hazards in the Prototype."
1230,Legal,1,Extraction (recall) + Reasoning,Primary objective(s),[],0,12.5,12.5,Identifies that the Association failed to send the violation notices to the owner's designated address as required by law.
1230,Legal,2,Extraction (recall) + Reasoning,Primary objective(s),[],0,12.5,12.5,Identifies that the Association failed to make a demand for pre-suit mediation as required by law.
1230,Legal,3,Extraction (recall) + Reasoning,Primary objective(s),[],0,12.5,12.5,Identifies that the Association is precluded from recovering its attorney's fees related to subsequent litigation.
1230,Legal,4,Extraction (recall) + Reasoning,Primary objective(s),[],0,12.5,12.5,Identifies that the Association's attorney improperly billed his time by billing multiple times for a single piece of created work.
1230,Legal,5,Extraction (recall) + Reasoning,Primary objective(s),[],0,12.5,12.5,Identifies that the Association's attorney improperly billed his time by billing at an attorney's rate for clerical work.
1230,Legal,6,Extraction (recall) + Reasoning,Primary objective(s),[],0,12.5,12.5,Identifies that the Association's attorney improperly billed his time by billing amounts which do not reflect the actual amount of time spent on the work.
1230,Legal,7,Extraction (recall) + Reasoning,Primary objective(s),[],0,12.5,12.5,Identifies that the Association's retainer agreement is not privileged.
1230,Legal,8,Extraction (recall) + Reasoning,Primary objective(s),[],0,12.5,12.5,States that raising ethical concerns regarding opposing counsel's behavior may violate Rules Regulating the Florida Bar 4.3(4)(h).
1246,Legal,1,Extraction (recall) + Reasoning,Primary objective(s),[],1,14.285714285714286,28.571428571428573,Identifies that Erika can raise the defense of entrapment against the charge of unlawful sale of alcohol.
1246,Legal,2,Extraction (recall) + Reasoning,Primary objective(s),[1],0,14.285714285714286,14.285714285714286,Concludes that the entrapment defense against the unlawful sale of alcohol will be successful.
1246,Legal,3,Extraction (recall) + Reasoning,Primary objective(s),[],1,14.285714285714286,28.571428571428573,Identifies that Erika can raise the defense of entrapment against the charge of operating an unpermitted business.
1246,Legal,4,Extraction (recall) + Reasoning,Primary objective(s),[],1,14.285714285714286,28.571428571428573,Identifies that Erika did not intend to make a profit from Erika's Place.
1246,Legal,5,Extraction (recall) + Reasoning,Primary objective(s),"[3, 4]",0,14.285714285714286,14.285714285714286,Concludes that Erika will likely be found guilty of operating an unpermitted business.
1246,Legal,6,Extraction (recall) + Reasoning,Primary objective(s),[],0,14.285714285714286,14.285714285714286,Identifies that Erika can argue the city violated the Equal Protection Clause by selectively enforcing the rules relating to possession of alcohol in public spaces.
1246,Legal,7,Extraction (recall) + Reasoning,Primary objective(s),[],0,14.285714285714286,14.285714285714286,Identifies that Erika can raise equitable estoppel against the leash law violation.
1318,Legal,1,Extraction (recall) + Reasoning,Primary objective(s),[],1,16.666666666666668,33.333333333333336,Determines that Ms. Castro has engaged in substantial gainful activity since April 2025.
1318,Legal,2,Extraction (recall) + Reasoning,Primary objective(s),[],1,16.666666666666668,33.333333333333336,Determines that Ms. Castro did not engage in substantial gainful activity from September 2023 through March 2025.
1318,Legal,3,Extraction (recall) + Reasoning,Primary objective(s),[],1,16.666666666666668,33.333333333333336,Determines that Ms. Castro's medically determinable impairments were severe from September 2023 through March 2025.
1318,Legal,4,Extraction (recall) + Reasoning,Primary objective(s),[],1,16.666666666666668,33.333333333333336,Determines that Ms. Castro's medically determinable impairments met the duration requirement from September 2023 through March 2025.
1318,Legal,5,Extraction (recall) + Reasoning,Primary objective(s),[],1,16.666666666666668,33.333333333333336,Determines that Ms. Castro had an impairment that met Listing 11.18 from September 2023 through March 2025.
1318,Legal,6,Extraction (recall) + Reasoning,Primary objective(s),"[2, 3, 4, 5, 1]",0,16.666666666666668,16.666666666666668,Determines that Ms. Castro is entitled to a closed period of Supplemental Security Income benefits from September 2023 through March 2025.
1319,Legal,1,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,Requires Promoter to maintain legal authorization to use the Venue for the Festival.
1319,Legal,2,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,States that Company may suspend services for any of at least 2 of the following reasons: Promoter's nonpayment; loss of legal authorization to use the Venue for the Festival; or unsafe site conditions that prevent lawful or safe servicing.
1319,Legal,3,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,States that Promoter is solely responsible for at least 3 of the following site-readiness measures: providing firm pads for Units; clearing truck paths for servicing; maintaining adequate lighting near Units; or managing crowd access in service areas.
1319,Legal,4,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,States that Promoter is solely responsible for at least 3 of the following duties related to non-human waste: remediation; transport; disposal; or reporting.
1319,Legal,5,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,States that Company's environmental liability is limited to damages resulting from Company's negligence.
1319,Legal,6,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,"Requires Promoter to indemnify Company for at least 3 of the following categories of loss, to the extent not caused by Company's negligence: bodily injury; property damage; regulatory penalties; cleanup costs; or third-party claims arising from Promoter's operations."
1319,Legal,7,Extraction (recall) + Reasoning,Not primary objective,[],0,8.333333333333334,8.333333333333334,States that Promoter will fund a refundable security deposit in favor of Company.
1319,Legal,8,Extraction (recall) + Reasoning,Not primary objective,[],0,8.333333333333334,8.333333333333334,Requires Promoter to pay interest on overdue amounts.
1319,Legal,9,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,States that the Agreement controls over any Promoter-issued document that conflicts with its terms.
1319,Legal,10,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,Prohibits Promoter from requiring Company personnel to sign documents that conflict with the Agreement.
1319,Legal,11,Extraction (recall) + Reasoning,Primary objective(s),[],0,8.333333333333334,8.333333333333334,Requires Promoter to maintain comprehensive general liability insurance containing at least 3 of the following: naming Company as an additional insured; providing primary and non-contributory coverage; waiving subrogation against Company; specifying minimum per-occurrence limits consistent with event-industry standards; or specifying aggregate limits consistent with event-industry standards.
1319,Legal,12,Extraction (recall) + Reasoning,Not primary objective,[],0,8.333333333333334,8.333333333333334,States that Virginia law governs the Agreement.
1323,Legal,1,Extraction (recall),Not primary objective,[],3,7.142857142857143,28.571428571428573,"Identifies all of the following as elements of first-degree burglary: (1) entry, (2) of an inhabited dwelling, and (3) with intent to commit a felony."
1323,Legal,2,Reasoning,Not primary objective,[],3,7.142857142857143,28.571428571428573,Identifies that Ms. Restrepo entered the apartment.
1323,Legal,3,Reasoning,Not primary objective,[],3,7.142857142857143,28.571428571428573,Identifies that Ms. Ricard's apartment is an inhabited dwelling.
1323,Legal,4,Reasoning,Not primary objective,[],3,7.142857142857143,28.571428571428573,Identifies that Ms. Restrepo entered the apartment with the intent to commit arson of property.
1323,Legal,5,Extraction (recall),Not primary objective,[],3,7.142857142857143,28.571428571428573,Identifies that arson of property is a felony.
1323,Legal,6,Reasoning,Primary objective(s),"[2, 3, 4, 1, 5]",2,7.142857142857143,21.428571428571427,Concludes that the prosecution's case for first-degree burglary is very strong.
1323,Legal,7,Extraction (recall),Primary objective(s),[],2,7.142857142857143,21.428571428571427,"States that a special allegation under PC 667.5(c)(21) applies when another person, other than an accomplice, was present in the residence during the commission of a first-degree burglary."
1323,Legal,8,Reasoning,Primary objective(s),"[6, 7]",1,7.142857142857143,14.285714285714286,Concludes that the prosecution's case for a special allegation against Ms. Restrepo under PC 667.5(c)(21) is very strong.
1323,Legal,9,Extraction (recall),Not primary objective,[],2,7.142857142857143,21.428571428571427,Identifies that first-degree burglary carries a maximum of six years in custody.
1323,Legal,10,Extraction (recall),Not primary objective,[],1,7.142857142857143,14.285714285714286,Identifies that first-degree burglary is a strike under California's 3 Strikes Law.
1323,Legal,11,Extraction (recall),Not primary objective,[],2,7.142857142857143,21.428571428571427,Identifies that first-degree burglary is a violent felony when a special allegation under PC 667.5(c)(21) is pled and proven.
1323,Legal,12,Reasoning,Primary objective(s),"[9, 10, 11, 6, 8]",0,7.142857142857143,7.142857142857143,Concludes that the most serious charge the prosecution could bring against Ms. Restrepo is first-degree burglary with a special allegation under PC 667.5(c)(21).
1323,Legal,13,Extraction (recall),Not primary objective,[],1,7.142857142857143,14.285714285714286,"States that when serving a sentence for a violent felony, custody credits are capped at 15%."
1323,Legal,14,Reasoning,Primary objective(s),"[9, 11, 13]",0,7.142857142857143,7.142857142857143,Calculates that the maximum actual custody time Ms. Restrepo must serve in this case is 5.1 years (+/- 0.1).
1346,Legal,1,Extraction (recall),Not primary objective,[],1,9.090909090909092,18.181818181818183,"States that to commit a trespass under PC 602(t), the defendant must enter upon private property."
1346,Legal,2,Extraction (recall),Not primary objective,[],1,9.090909090909092,18.181818181818183,"States that to qualify as a trespass under PC 602(t), the property owner must have previously requested a peace officer to inform the defendant that the property was not open to the defendant."
1346,Legal,3,Extraction (recall),Not primary objective,[],1,9.090909090909092,18.181818181818183,"States that to qualify as a trespass under PC 602(t), a peace officer must have previously informed the defendant that, at the request of the owner, the property was not open to the defendant."
1346,Legal,4,Extraction (recall),Not primary objective,[],1,9.090909090909092,18.181818181818183,"States that to commit a trespass under PC 602(t), the defendant must have previously been convicted of a crime committed upon the particular private property."
1346,Legal,5,Extraction (recall),Not primary objective,[],1,9.090909090909092,18.181818181818183,States that trespass under PC 602(t) does not apply when the crime the defendant previously committed upon the private property was an infraction other than PC 490.1.
